state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,effective_to_date,year,month,weekday
California,No,Basic,College,Employed,M,Suburban,Married,Personal L2,Offer1,Agent,Four-Door Car,Small,2011-02-15,2011,February,Tuesday
California,No,Extended,Bachelor,Employed,F,Rural,Divorced,Personal L2,Offer1,Call Center,Two-Door Car,Large,2011-01-16,2011,January,Sunday
California,Yes,Basic,College,Unemployed,M,Suburban,Divorced,Personal L3,Offer1,Agent,Two-Door Car,Medsize,2011-02-28,2011,February,Monday
California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal L3,Offer2,Web,SUV,Medsize,2011-01-10,2011,January,Monday
California,No,Basic,Bachelor,Employed,F,Urban,Single,Corporate L1,Offer2,Call Center,Four-Door Car,Medsize,2011-02-27,2011,February,Sunday
California,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal L3,Offer2,Call Center,SUV,Small,2011-02-01,2011,February,Tuesday
California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal L2,Offer3,Call Center,Four-Door Car,Medsize,2011-01-06,2011,January,Thursday
California,No,Basic,College,Employed,M,Rural,Single,Personal L1,Offer3,Branch,Two-Door Car,Medsize,2011-01-20,2011,January,Thursday
California,Yes,Extended,Bachelor,Unemployed,F,Suburban,Married,Corporate L3,Offer2,Agent,Four-Door Car,Small,2011-01-19,2011,January,Wednesday
California,No,Basic,Master,Employed,F,Suburban,Divorced,Corporate L2,Offer3,Web,Four-Door Car,Medsize,2011-01-30,2011,January,Sunday
California,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal L2,Offer2,Agent,SUV,Medsize,2011-01-10,2011,January,Monday
California,No,Basic,Master,Employed,M,Rural,Married,Corporate L3,Offer2,Web,Sports Car,Medsize,2011-02-20,2011,February,Sunday
California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal L2,Offer2,Branch,Luxury Car,Medsize,2011-02-27,2011,February,Sunday
California,No,Extended,College,Retired,F,Suburban,Divorced,Personal L2,Offer2,Call Center,SUV,Medsize,2011-02-21,2011,February,Monday
California,Yes,Basic,College,Medical Leave,F,Suburban,Married,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,2011-02-02,2011,February,Wednesday
California,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal L3,Offer1,Agent,SUV,Medsize,2011-02-11,2011,February,Friday
California,No,Basic,College,Unemployed,M,Rural,Married,Corporate L1,Offer1,Branch,SUV,Medsize,2011-02-12,2011,February,Saturday
California,No,Basic,Master,Employed,M,Urban,Married,Personal L3,Offer3,Web,Two-Door Car,Medsize,2011-02-02,2011,February,Wednesday
California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal L2,Offer2,Agent,Four-Door Car,Medsize,2011-01-24,2011,January,Monday
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal L1,Offer2,Web,Four-Door Car,Medsize,2011-01-14,2011,January,Friday
California,No,Basic,College,Employed,M,Rural,Married,Corporate L3,Offer3,Agent,Four-Door Car,Medsize,2011-01-24,2011,January,Monday
California,No,Basic,Bachelor,Employed,F,Rural,Divorced,Corporate L2,Offer2,Call Center,SUV,Medsize,2011-01-20,2011,January,Thursday
California,No,Basic,College,Employed,M,Rural,Married,Personal L2,Offer3,Branch,Four-Door Car,Medsize,2011-01-03,2011,January,Monday
California,No,Premium,College,Unemployed,M,Suburban,Single,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,2011-01-12,2011,January,Wednesday
California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal L2,Offer1,Branch,SUV,Small,2011-01-03,2011,January,Monday
California,No,Basic,College,Unemployed,M,Suburban,Single,Personal L2,Offer1,Agent,Two-Door Car,Medsize,2011-02-12,2011,February,Saturday
California,No,Basic,College,Employed,M,Suburban,Married,Personal L3,Offer2,Branch,Four-Door Car,Medsize,2011-01-26,2011,January,Wednesday
California,No,Extended,High School or Below,Disabled,F,Suburban,Married,Personal L3,Offer4,Call Center,Sports Car,Medsize,2011-02-17,2011,February,Thursday
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate L1,Offer4,Agent,SUV,Medsize,2011-02-20,2011,February,Sunday
California,No,Basic,College,Unemployed,M,Suburban,Married,Personal L3,Offer3,Call Center,Two-Door Car,Medsize,2011-02-25,2011,February,Friday
California,No,Extended,College,Employed,F,Suburban,Married,Personal L2,Offer2,Branch,Four-Door Car,Medsize,2011-02-23,2011,February,Wednesday
California,No,Premium,College,Disabled,M,Suburban,Married,Personal L1,Offer2,Call Center,Four-Door Car,Small,2011-02-01,2011,February,Tuesday
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate L3,Offer1,Call Center,Four-Door Car,Medsize,2011-01-11,2011,January,Tuesday
California,No,Basic,Doctor,Employed,F,Urban,Married,Corporate L2,Offer2,Branch,Four-Door Car,Medsize,2011-02-14,2011,February,Monday
California,No,Extended,Bachelor,Employed,M,Rural,Divorced,Personal L2,Offer1,Call Center,Sports Car,Medsize,2011-02-20,2011,February,Sunday
California,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Corporate L3,Offer2,Call Center,Four-Door Car,Small,2011-01-02,2011,January,Sunday
California,No,Extended,Bachelor,Employed,F,Rural,Married,Personal L2,Offer2,Branch,Four-Door Car,Large,2011-02-02,2011,February,Wednesday
California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal L2,Offer2,Agent,SUV,Medsize,2011-02-12,2011,February,Saturday
California,Yes,Premium,High School or Below,Employed,F,Suburban,Divorced,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,2011-01-31,2011,January,Monday
California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal L3,Offer1,Agent,Four-Door Car,Large,2011-02-05,2011,February,Saturday
California,No,Extended,College,Employed,F,Suburban,Married,Corporate L1,Offer4,Branch,Four-Door Car,Small,2011-01-19,2011,January,Wednesday
California,No,Extended,High School or Below,Disabled,F,Rural,Single,Personal L3,Offer1,Branch,Four-Door Car,Medsize,2011-01-08,2011,January,Saturday
California,No,Premium,Bachelor,Employed,M,Suburban,Single,Personal L2,Offer3,Branch,Four-Door Car,Medsize,2011-02-07,2011,February,Monday
California,No,Basic,Bachelor,Unemployed,F,Suburban,Divorced,Personal L1,Offer3,Call Center,SUV,Medsize,2011-02-26,2011,February,Saturday
California,No,Basic,Master,Employed,F,Suburban,Married,Corporate L3,Offer1,Branch,SUV,Medsize,2011-02-19,2011,February,Saturday
California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate L2,Offer1,Branch,Four-Door Car,Medsize,2011-02-09,2011,February,Wednesday
California,No,Basic,College,Employed,F,Rural,Divorced,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,2011-02-11,2011,February,Friday
California,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate L3,Offer2,Branch,SUV,Medsize,2011-01-07,2011,January,Friday
California,No,Basic,College,Disabled,M,Suburban,Married,Personal L2,Offer1,Agent,SUV,Small,2011-02-05,2011,February,Saturday
California,No,Basic,College,Employed,M,Rural,Single,Personal L2,Offer2,Web,Two-Door Car,Medsize,2011-02-03,2011,February,Thursday
California,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Personal L3,Offer1,Branch,Two-Door Car,Medsize,2011-01-28,2011,January,Friday
California,No,Extended,Bachelor,Employed,M,Rural,Single,Personal L3,Offer2,Web,Four-Door Car,Medsize,2011-02-02,2011,February,Wednesday
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate L1,Offer4,Branch,Four-Door Car,Small,2011-02-15,2011,February,Tuesday
California,No,Extended,College,Employed,F,Rural,Married,Personal L3,Offer3,Branch,Two-Door Car,Medsize,2011-01-23,2011,January,Sunday
California,No,Basic,High School or Below,Disabled,F,Suburban,Married,Personal L2,Offer4,Branch,SUV,Medsize,2011-01-21,2011,January,Friday
California,No,Extended,College,Employed,F,Rural,Married,Personal L1,Offer4,Web,Two-Door Car,Medsize,2011-01-30,2011,January,Sunday
California,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate L3,Offer2,Branch,Four-Door Car,Medsize,2011-02-21,2011,February,Monday
California,No,Extended,College,Employed,F,Urban,Single,Corporate L2,Offer3,Agent,SUV,Medsize,2011-01-18,2011,January,Tuesday
California,No,Basic,College,Unemployed,M,Suburban,Single,Personal L2,Offer2,Branch,SUV,Small,2011-02-10,2011,February,Thursday
California,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,2011-02-18,2011,February,Friday
California,No,Basic,High School or Below,Disabled,F,Urban,Married,Personal L2,Offer3,Call Center,Four-Door Car,Medsize,2011-02-12,2011,February,Saturday
California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal L2,Offer1,Agent,Four-Door Car,Small,2011-02-20,2011,February,Sunday
California,No,Premium,Bachelor,Disabled,M,Suburban,Married,Personal L3,Offer2,Call Center,Four-Door Car,Small,2011-01-06,2011,January,Thursday
California,No,Extended,Bachelor,Medical Leave,M,Suburban,Married,Personal L3,Offer1,Branch,Two-Door Car,Small,2011-02-10,2011,February,Thursday
California,No,Basic,Bachelor,Employed,F,Urban,Single,Corporate L1,Offer1,Agent,Four-Door Car,Medsize,2011-02-16,2011,February,Wednesday
California,No,Extended,High School or Below,Employed,F,Urban,Married,Personal L3,Offer1,Branch,Sports Car,Medsize,2011-01-09,2011,January,Sunday
California,No,Basic,Master,Employed,M,Urban,Married,Personal L2,Offer4,Web,Two-Door Car,Medsize,2011-01-28,2011,January,Friday
California,No,Extended,College,Employed,F,Rural,Married,Personal L1,Offer1,Agent,Four-Door Car,Medsize,2011-01-02,2011,January,Sunday
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate L3,Offer1,Agent,Sports Car,Large,2011-01-09,2011,January,Sunday
California,No,Extended,Master,Employed,F,Urban,Married,Corporate L2,Offer3,Agent,Four-Door Car,Medsize,2011-01-28,2011,January,Friday
California,No,Premium,College,Unemployed,M,Suburban,Single,Personal L2,Offer1,Agent,Luxury SUV,Small,2011-01-15,2011,January,Saturday
California,Yes,Basic,College,Employed,F,Rural,Married,Corporate L3,Offer2,Branch,SUV,Large,2011-02-10,2011,February,Thursday
California,No,Extended,College,Employed,M,Suburban,Divorced,Personal L2,Offer4,Web,Four-Door Car,Large,2011-01-20,2011,January,Thursday
California,Yes,Extended,Doctor,Employed,M,Suburban,Married,Personal L2,Offer1,Branch,Two-Door Car,Medsize,2011-02-01,2011,February,Tuesday
California,No,Basic,Master,Employed,F,Rural,Married,Personal L3,Offer3,Web,Four-Door Car,Medsize,2011-02-09,2011,February,Wednesday
California,No,Basic,Master,Employed,M,Suburban,Divorced,Personal L3,Offer4,Branch,Four-Door Car,Small,2011-02-08,2011,February,Tuesday
California,No,Extended,Bachelor,Employed,F,Rural,Married,Corporate L1,Offer3,Agent,Four-Door Car,Medsize,2011-01-31,2011,January,Monday
California,No,Basic,College,Employed,F,Urban,Married,Personal L3,Offer2,Web,Four-Door Car,Large,2011-02-10,2011,February,Thursday
California,No,Basic,Master,Employed,F,Suburban,Married,Personal L2,Offer2,Agent,Four-Door Car,Medsize,2011-01-12,2011,January,Wednesday
California,No,Basic,Master,Employed,M,Suburban,Married,Personal L1,Offer4,Call Center,Luxury SUV,Medsize,2011-02-22,2011,February,Tuesday
California,No,Extended,High School or Below,Employed,F,Suburban,Married,Corporate L3,Offer2,Call Center,Two-Door Car,Medsize,2011-01-27,2011,January,Thursday
California,No,Extended,College,Employed,F,Rural,Married,Corporate L2,Offer1,Agent,Four-Door Car,Medsize,2011-02-26,2011,February,Saturday
California,No,Basic,College,Unemployed,M,Suburban,Single,Personal L2,Offer4,Branch,Luxury SUV,Large,2011-01-03,2011,January,Monday
California,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate L3,Offer3,Branch,SUV,Medsize,2011-01-24,2011,January,Monday
California,No,Extended,College,Employed,F,Rural,Married,Personal L2,Offer2,Branch,Two-Door Car,Small,2011-01-09,2011,January,Sunday
California,No,Premium,High School or Below,Medical Leave,M,Suburban,Married,Personal L2,Offer1,Web,Four-Door Car,Medsize,2011-02-14,2011,February,Monday
California,Yes,Basic,College,Retired,M,Suburban,Divorced,Personal L3,Offer2,Web,Four-Door Car,Medsize,2011-01-03,2011,January,Monday
California,No,Extended,Master,Employed,M,Suburban,Divorced,Personal L3,Offer1,Call Center,SUV,Large,2011-02-19,2011,February,Saturday
California,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Corporate L1,Offer2,Agent,Four-Door Car,Medsize,2011-01-27,2011,January,Thursday
California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal L3,Offer1,Branch,Four-Door Car,Medsize,2011-02-09,2011,February,Wednesday
California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal L2,Offer1,Agent,SUV,Medsize,2011-02-14,2011,February,Monday
California,No,Premium,Master,Employed,F,Rural,Single,Personal L1,Offer1,Branch,SUV,Small,2011-02-14,2011,February,Monday
California,No,Extended,College,Employed,M,Urban,Married,Corporate L3,Offer2,Web,Four-Door Car,Medsize,2011-01-11,2011,January,Tuesday
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate L2,Offer1,Agent,Four-Door Car,Medsize,2011-01-02,2011,January,Sunday
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,2011-01-04,2011,January,Tuesday
California,No,Basic,Master,Disabled,F,Urban,Married,Corporate L3,Offer1,Agent,Two-Door Car,Medsize,2011-01-21,2011,January,Friday
California,No,Basic,Bachelor,Employed,M,Urban,Married,Personal L2,Offer1,Branch,SUV,Medsize,2011-01-12,2011,January,Wednesday
California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal L2,Offer4,Agent,Four-Door Car,Medsize,2011-02-01,2011,February,Tuesday
California,No,Basic,College,Unemployed,M,Suburban,Married,Personal L3,Offer2,Call Center,Four-Door Car,Small,2011-02-02,2011,February,Wednesday
California,No,Premium,High School or Below,Employed,F,Suburban,Married,Personal L3,Offer1,Agent,Four-Door Car,Medsize,2011-01-11,2011,January,Tuesday
California,No,Premium,College,Unemployed,F,Suburban,Divorced,Corporate L1,Offer1,Agent,SUV,Medsize,2011-02-06,2011,February,Sunday
California,No,Basic,Bachelor,Employed,M,Urban,Married,Personal L3,Offer3,Agent,SUV,Medsize,2011-01-10,2011,January,Monday
California,No,Extended,College,Employed,M,Suburban,Divorced,Personal L2,Offer1,Web,Luxury SUV,Medsize,2011-02-08,2011,February,Tuesday
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal L1,Offer1,Agent,Four-Door Car,Large,2011-01-28,2011,January,Friday
California,No,Extended,Doctor,Employed,M,Rural,Married,Corporate L3,Offer1,Call Center,SUV,Medsize,2011-02-22,2011,February,Tuesday
California,Yes,Basic,College,Unemployed,F,Suburban,Married,Corporate L2,Offer2,Agent,Four-Door Car,Medsize,2011-01-26,2011,January,Wednesday
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal L2,Offer3,Call Center,SUV,Small,2011-01-06,2011,January,Thursday
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,2011-02-14,2011,February,Monday
California,No,Basic,College,Employed,F,Rural,Married,Personal L2,Offer2,Branch,Four-Door Car,Medsize,2011-02-16,2011,February,Wednesday
California,No,Basic,Bachelor,Disabled,F,Suburban,Married,Personal L2,Offer2,Branch,Sports Car,Small,2011-02-12,2011,February,Saturday
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal L3,Offer1,Branch,Four-Door Car,Small,2011-01-03,2011,January,Monday
California,No,Basic,College,Unemployed,F,Suburban,Married,Personal L3,Offer1,Branch,Two-Door Car,Medsize,2011-01-11,2011,January,Tuesday
California,No,Extended,College,Disabled,F,Suburban,Married,Corporate L1,Offer1,Agent,Two-Door Car,Large,2011-01-28,2011,January,Friday
California,No,Basic,Master,Employed,M,Suburban,Married,Personal L3,Offer1,Web,Four-Door Car,Small,2011-02-03,2011,February,Thursday
California,No,Basic,Doctor,Employed,M,Rural,Single,Personal L2,Offer1,Agent,Two-Door Car,Large,2011-02-16,2011,February,Wednesday
California,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal L1,Offer2,Call Center,Four-Door Car,Medsize,2011-01-27,2011,January,Thursday
California,No,Basic,Bachelor,Employed,F,Urban,Divorced,Corporate L3,Offer2,Call Center,Four-Door Car,Large,2011-02-15,2011,February,Tuesday
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate L2,Offer1,Agent,Four-Door Car,Large,2011-01-28,2011,January,Friday
California,No,Premium,College,Employed,F,Rural,Married,Personal L2,Offer2,Branch,Four-Door Car,Medsize,2011-02-03,2011,February,Thursday
California,No,Basic,High School or Below,Unemployed,M,Suburban,Divorced,Corporate L3,Offer1,Call Center,SUV,Medsize,2011-01-02,2011,January,Sunday
California,No,Basic,College,Employed,F,Rural,Married,Personal L2,Offer3,Branch,SUV,Medsize,2011-01-02,2011,January,Sunday
California,No,Basic,Bachelor,Employed,M,Urban,Single,Personal L2,Offer3,Agent,SUV,Small,2011-02-09,2011,February,Wednesday
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal L3,Offer1,Agent,Four-Door Car,Medsize,2011-02-11,2011,February,Friday
California,No,Basic,Bachelor,Employed,F,Suburban,Single,Personal L3,Offer2,Branch,SUV,Medsize,2011-01-15,2011,January,Saturday
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate L1,Offer3,Web,Four-Door Car,Small,2011-01-26,2011,January,Wednesday
California,No,Basic,High School or Below,Employed,M,Rural,Divorced,Personal L3,Offer4,Web,Two-Door Car,Medsize,2011-01-05,2011,January,Wednesday
California,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,2011-01-26,2011,January,Wednesday
California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal L1,Offer1,Agent,SUV,Medsize,2011-02-13,2011,February,Sunday
California,No,Extended,Bachelor,Employed,M,Suburban,Single,Corporate L3,Offer2,Web,Four-Door Car,Medsize,2011-01-17,2011,January,Monday
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate L2,Offer1,Agent,Two-Door Car,Medsize,2011-02-26,2011,February,Saturday
California,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal L2,Offer3,Branch,SUV,Medsize,2011-02-05,2011,February,Saturday
